Sentence,Label,active,euphimism,details,exaggeration,bragging,litote,repetition,metaphor,he said,apparent denial,apparent concession,blame transfer,other kinds,opinion,irony
"4 \. Send handwritten notes to three people you admire most in the world, no matter how powerful or famous , tell them sincerely exactly why you admire them and ask to meet for 10 minutes .",assumption,,,,,,,,,,,,,,,
There' s a real chance one of them will take you up on the offer .,assumption,,,,,,,,,,,,,,,
"And that one meeting could change you , because great energy is contagious and being in the company of it can stay with you .",assumption,,,,,,,,,,,,,,,
5 \. Give some amount (no matter how small) to the charity you care most about .,assumption,,,,,,,,,,,,,,,
"Giving is a miracle , because it helps others while also telling your unconscious mind that yours is a life of abundance , not scarcity .",assumption,,,,,,,,,,,,,,,
And that invites more treasures into your existence .,assumption,,,,,,,,,,,,,,,
6 \. Stop telling yourself you love people just because you grew up with them .,assumption,,,,,,,,,,,,,,,
"This is a big one, but a really important one .",assumption,,,,,,,,,,,,,,,
"Did your parents and siblings earn your love by unconditionally loving you as a child? If so, great .",assumption,,,,,,,,,,,,,,,
"But if you've been wishing that had been the case and have felt unwilling to let the dream of having had unconditionally loving parents or siblings slip away , then loosen your grip .",assumption,,,,,,,,,,,,,,,
"If the people you grew up with weren't focused on helping you stay true to yourself , then admit it to yourself .",assumption,,,,,,,,,,,,,,,
You might stop unconsciously recruiting people just like them into your life .,assumption,,,,,,,,,,,,,,,
7 \. Schedule an initial psychotherapy session .,assumption,,,,,,,,,,,,,,,
Psychotherapy is the gold standard way to begin to get to know yourself more deeply .,assumption,,,,,,,,,,,,,,,
"In a world of distractions and depersonalization, it remains the technique most reliably focused on restoring your connection to your true self .",assumption,,,,,,,,,,,,,,,
"Hopefully , that first session will convince you of the power of psychotherapy to change your life , and you'll schedule more .",assumption,,,,,,,,,,,,,,,
No one with the financial ability to be in psychotherapy should deny himself or herself that transformational opportunity .,assumption,,,,,,,,,,,,,,,
"8 \. Get angry about something unfair, say so out loud and don't stand for it .",assumption,,,,,,,,,,,,,,,
Anger gets a really bad rap in our culture ; it's accused of everything from destroying people spiritually to causing heart attacks .,assumption,,,,,,,,,,,,,,,
"But suppressed anger can be more toxic . When you're offended by something you hear about in the news or you see unfolding in your personal life, try saying so , in no uncertain terms , when you're asked about it -- or maybe even if you aren't .",assumption,,,,,,,,,,,,,,,
"For those of you who have been living lives of quiet frustration , letting yourselves be very direct and very mad about something that sincerely outrages you can start to crack the shell that has your most powerful self inside it .",assumption,,,,,,,,,,,,,,,
9 \. Take two minutes to think about life as a labyrinth .,assumption,,,,,,,,,,,,,,,
Mazes are built to frustrate people and get them lost .,common-ground,,,,,,,,,,,,,,,
They're full of dead ends designed to make people give up and call for helicopters to pluck them out .,common-ground,,,,,,,,,,,,,,,
Not so with labyrinths .,no-unit,,,,,,,,,,,,,,,
Labyrinths may wind this way and that way .,common-ground,,,,,,,,,,,,,,,
They may take you far from where you thought you were heading .,anecdote,,,,,,,,,,,,,,,
"But they always, always lead to the center .",common-ground,,,,,,,,,,,,,,,
And that's what life is like .,assumption,,,,,,,,,,,,,,,
"Keep walking, keep your faith and life will take you where you are supposed to go .",assumption,,,,,,,,,,,,,,,
"The turn toward the center could be just a few steps away , when you least expect it .",assumption,,,,,,,,,,,,,,,
"10 \. Try praying, at least once .",assumption,,,,,,,,,,,,,,,
"If you haven't prayed ever or haven't prayed lately , you'll discover that the act of praying for what you care deeply about has the effect of reminding you what that thing or those things really are .",assumption,,,,,,,,,,,,,,,
It also has the effect of reminding you that there is a great power in the universe that you are a part of .,assumption,,,,,,,,,,,,,,,
There' s something interesting about praying ; even people who say they don't believe in God are loathe to pray for the opposite of what they really want .,assumption,,,,,,,,,,,,,,,
"How come? Is it because that, underneath all that cynicism , they actually do believe?  11 \. Read ""Franny and Zooey"" by J.D  Salinger, ""The War of Art"" by Steven Pressfield or ""Blue Dog"" by George Rodrigue (or, even better, all three) .",assumption,,,,,,,,,,,,,,,
"These slim volumes have the power to transform people , and I keep handing them out to patients and friends (along with  -- please forgive the narcissism -- my book , ""Living the Truth"") .",no-unit,,,,,,,,,,,,,,,
12 \. Buy one piece of art . It doesn't need to be expensive .,assumption,,,,,,,,,,,,,,,
It just needs to appeal to you .,assumption,,,,,,,,,,,,,,,
"Why? Because art is the antidote to our sometimes sterile, technologically driven culture .",assumption,,,,,,,,,,,,,,,
It makes humanity go viral in a way that YouTube can't .,assumption,,,,,,,,,,,,,,,
It also confirms your connection to things that can't be measured -- like your personal vision of beauty .,assumption,,,,,,,,,,,,,,,
"13 \. Watch the movie ""Miracle,"" with Kurt Russell .",assumption,,,,,,,,,,,,,,,
"This film about the 1980 U.S  Olympic men's hockey team defeating Russia's team is so good , it can convince you to take on the next great challenge in your life .",assumption,,,,,,,,,,,,,,,
I don't know anyone who has watched it and been unaffected by it .,anecdote,,,,,,,,,,,,,,,
14 \. Tell your romantic partner one thing you would find exciting that you have not yet told that person .,assumption,,,,,,,,,,,,,,,
"In my experience as a therapist, I've found that people can remain strangers to one another, in terms of passion, even after 10 or 20 years of marriage .",anecdote,,,,,,,,,,,,,,,
We keep sexual secrets .,assumption,,,,,,,,,,,,,,,
Let one out .,assumption,,,,,,,,,,,,,,,
See what happens .,assumption,,,,,,,,,,,,,,,
Take the risk .,assumption,,,,,,,,,,,,,,,
15 \. Stand up for someone else .,assumption,,,,,,,,,,,,,,,
You'll have the opportunity in 2015 .,assumption,,,,,,,,,,,,,,,
I promise .,other,,,,,,,,,,,,,,,
Maybe in your home . Maybe in your neighborhood . Maybe at work . Defending someone will reassure that person and empower you .,assumption,,,,,,,,,,,,,,,
"So, there are your 15 keys to making 2015 a transformational year .",assumption,,,,,,,,,,,,,,,
Don't delay .,assumption,,,,,,,,,,,,,,,
"Start on the list January 1 , and by this time next year, God willing , you'll be ready for the 16 steps for 2016 .",assumption,,,,,,,,,,,,,,,
Like is life that: a never-ending process of self-improvement .,assumption,,,,,,,,,,,,,,,
Dr  Keith Ablow is a psychiatrist and member of the Fox News Medical A-Team .,other,,,,,,,,,,,,,,,
Dr  Ablow can be reached at info@keithablow.com .,other,,,,,,,,,,,,,,,
Dr  Ablow can be reached at info@keithablow.com .,other,,,,,,,,,,,,,,,
"BUFFALO, N.Y  - Even a $50 million budget deficit in the Buffalo school district couldn't convince members of the Buffalo Federation of Teachers to cut down on their taxpayer-funded tummy tucks, breast lifts and nose jobs .",assumption,,,,,,,,,,,,,,,
"In fact ,  school district spending on the unique benefit, known as a ""cosmetic rider"" on the insurance plan for union members, totaled $5.4 million in 2013-14, an increase of 4.1 percent from 2012-2013 and an increase of 9.5 percent from two years ago, according to public records information obtained exclusively by EAGnews .",statistics,,,,,,,,,,,,,,,
"As an indication of just how much the perk is being utilized, according to the American Society of Plastic Surgeons , the average cost of rhinoplasty is $4,545 , while the average cost of liposuction is $2,866 .",statistics,,,,,,,,,,,,,,,
"A breast lift costs $4,207, on average .",statistics,,,,,,,,,,,,,,,
"In other words ,  over 1,200 Buffalo teachers union members could have had a boob job last year, at taxpayer expense .",assumption,,,,,,,,,,,,,,,
"The annual expenditure is staggering, given the district's troubled financial situation , not to mention its sketchy academic performance .",assumption,,,,,,,,,,,,,,,
"In January 2014, the Buffalo News reported that the school district was grappling with a $50 million budget deficit for the 2013-14 school year .",testimony,,,,,,,,,,,,,,,
